,ts_code,name,market,publisher,category,base_date,base_point,list_date
301,h00013.SH,上证企债(净),SSE,上交所,债券指数,20121231,100.0,20180102
302,h00015.SH,上证红利全收益,SSE,中证公司,主题指数,20041231,1000.0,20050104
303,h00016.SH,上证50全收益,SSE,中证公司,规模指数,20031231,1000.0,20040102
304,h00018.SH,180金融全收益,SSE,中证公司,行业指数,20020628,1000.0,20071210
305,h00019.SH,治理指数全收益,SSE,中证公司,主题指数,20070629,1000.0,20080102
306,h00020.SH,中企收益,SSE,中证公司,综合指数,20071228,1000.0,20080512
307,h00021.SH,180治理全收益,SSE,中证公司,主题指数,20070629,1000.0,20080910
308,h00022.SH,上证公司债(净),SSE,上交所,债券指数,20121231,100.0,20180102
309,h00025.SH,180基建全收益,SSE,中证公司,主题指数,20020628,1000.0,20081215
310,h00026.SH,180资源全收益,SSE,中证公司,主题指数,20020628,1000.0,20081215
311,h00027.SH,180运输全收益,SSE,中证公司,主题指数,20020628,1000.0,20081215
312,h00028.SH,180成长全收益,SSE,中证公司,成长指数,20020628,1000.0,20090109
313,h00029.SH,180价值全收益,SSE,中证公司,价值指数,20020628,1000.0,20090109
314,h00030.SH,180R成长全收益,SSE,中证公司,成长指数,20020628,1000.0,20090109
315,h00031.SH,180R价值全收益,SSE,中证公司,价值指数,20020628,1000.0,20090109
316,h00032.SH,上证能源全收益,SSE,中证公司,一级行业指数,20031231,1000.0,20090109
317,h00033.SH,上证材料全收益,SSE,中证公司,一级行业指数,20031231,1000.0,20090109
318,h00034.SH,上证工业全收益,SSE,中证公司,一级行业指数,20031231,1000.0,20090109
319,h00035.SH,上证可选全收益,SSE,中证公司,一级行业指数,20031231,1000.0,20090109
320,h00036.SH,上证消费全收益,SSE,中证公司,一级行业指数,20031231,1000.0,20090109
321,h00037.SH,上证医药全收益,SSE,中证公司,一级行业指数,20031231,1000.0,20090109
322,h00038.SH,上证金融全收益,SSE,中证公司,一级行业指数,20031231,1000.0,20090109
323,h00039.SH,上证信息全收益,SSE,中证公司,一级行业指数,20031231,1000.0,20090109
324,h00040.SH,上证电信全收益,SSE,中证公司,一级行业指数,20031231,1000.0,20090109
325,h00041.SH,上证公用全收益,SSE,中证公司,一级行业指数,20031231,1000.0,20090109
326,h00042.SH,上证央企全收益,SSE,中证公司,主题指数,20081231,1000.0,20090330
327,h00043.SH,超大盘全收益,SSE,中证公司,规模指数,20031231,1000.0,20090423
328,h00044.SH,上证中盘全收益,SSE,中证公司,规模指数,20031231,1000.0,20090703
329,h00045.SH,上证小盘全收益,SSE,中证公司,规模指数,20031231,1000.0,20090703
330,h00046.SH,上证中小全收益,SSE,中证公司,规模指数,20031231,1000.0,20090703
331,h00047.SH,上证全指全收益,SSE,中证公司,规模指数,20031231,1000.0,20090703
332,h00048.SH,责任指数全收益,SSE,中证公司,主题指数,20090630,1000.0,20090805
333,h00049.SH,上证民企全收益,SSE,中证公司,主题指数,20090630,1000.0,20090825
334,h00050.SH,50等权全收益,SSE,中证公司,策略指数,20031231,1000.0,20110104
335,h00051.SH,180等权全收益,SSE,中证公司,策略指数,20020628,3299.06,20110524
336,h00052.SH,50基本全收益,SSE,中证公司,策略指数,20031231,1000.0,20120109
337,h00053.SH,180基本全收益,SSE,中证公司,策略指数,20020628,3299.06,20120109
338,h00054.SH,上证海外全收益,SSE,中证公司,主题指数,20061229,1000.0,20100104
339,h00055.SH,上证地企全收益,SSE,中证公司,主题指数,20090630,1000.0,20100104
340,h00056.SH,上证国企全收益,SSE,中证公司,主题指数,20090630,1000.0,20100104
341,h00057.SH,全指成长全收益,SSE,中证公司,成长指数,20031231,1000.0,20100104
342,h00058.SH,全指价值全收益,SSE,中证公司,价值指数,20031231,1000.0,20100104
343,h00059.SH,全R成长全收益,SSE,中证公司,成长指数,20031231,1000.0,20100104
344,h00060.SH,全R价值全收益,SSE,中证公司,价值指数,20031231,1000.0,20100104
345,h00061.SH,上证企债30(净),SSE,上交所,债券指数,20121231,100.0,20180102
346,h00062.SH,上证沪企全收益,SSE,中证公司,主题指数,20051231,1000.0,20100104
347,h00063.SH,上证周期全收益,SSE,中证公司,主题指数,20031231,1000.0,20100203
348,h00064.SH,非周期全收益,SSE,中证公司,主题指数,20031231,1000.0,20100203
349,h00065.SH,上证龙头全收益,SSE,中证公司,主题指数,20031231,1000.0,20100209
350,h00066.SH,上证商品全收益,SSE,中证公司,主题指数,20031231,1000.0,20100430
351,h00067.SH,上证新兴全收益,SSE,中证公司,主题指数,20031231,1000.0,20100430
352,h00068.SH,上证资源全收益,SSE,中证公司,主题指数,20031231,1000.0,20100528
353,h00069.SH,消费80全收益,SSE,中证公司,主题指数,20031231,1000.0,20100528
354,h00070.SH,能源等权全收益,SSE,中证公司,策略指数,20031231,1000.0,20100818
355,h00071.SH,材料等权全收益,SSE,中证公司,策略指数,20031231,1000.0,20100818
356,h00072.SH,工业等权全收益,SSE,中证公司,策略指数,20031231,1000.0,20100818
357,h00073.SH,可选等权全收益,SSE,中证公司,策略指数,20031231,1000.0,20100818
358,h00074.SH,消费等权全收益,SSE,中证公司,策略指数,20031231,1000.0,20100818
359,h00075.SH,医药等权全收益,SSE,中证公司,策略指数,20031231,1000.0,20100818
360,h00076.SH,金融等权全收益,SSE,中证公司,策略指数,20031231,1000.0,20100818
361,h00077.SH,信息等权全收益,SSE,中证公司,策略指数,20031231,1000.0,20100818
362,h00078.SH,电信等权全收益,SSE,中证公司,策略指数,20031231,1000.0,20100818
363,h00079.SH,公用等权全收益,SSE,中证公司,策略指数,20031231,1000.0,20100818
364,h00090.SH,上证流通全收益,SSE,中证公司,综合指数,20091231,1000.0,20101202
365,h00091.SH,沪财中小全收益,SSE,中证公司,主题指数,20041231,1000.0,20110406
366,h00092.SH,资源50全收益,SSE,中证公司,主题指数,20031231,1000.0,20110510
367,h00093.SH,180分层全收益,SSE,中证公司,策略指数,20020628,3299.06,20110524
368,h00094.SH,上证上游全收益,SSE,中证公司,主题指数,20031231,1000.0,20110510
369,h00095.SH,上证中游全收益,SSE,中证公司,主题指数,20031231,1000.0,20110510
370,h00096.SH,上证下游全收益,SSE,中证公司,主题指数,20031231,1000.0,20110510
371,h00097.SH,高端装备全收益,SSE,中证公司,主题指数,20041231,1000.0,20110524
372,h00098.SH,上证F200全收益,SSE,中证公司,策略指数,20041231,1000.0,20110701
373,h00099.SH,上证F300全收益,SSE,中证公司,策略指数,20041231,1000.0,20110701
374,h00100.SH,上证F500全收益,SSE,中证公司,策略指数,20041231,1000.0,20110701
375,h00101.SH,上证5年信用(净),SSE,上交所,债券指数,20121231,100.0,20180102
376,h00102.SH,沪投资品全收益,SSE,中证公司,主题指数,20031231,1000.0,20110613
377,h00103.SH,沪消费品全收益,SSE,中证公司,主题指数,20031231,1000.0,20110613
378,h00104.SH,380能源全收益,SSE,中证公司,一级行业指数,20031231,1000.0,20110613
379,h00105.SH,380材料全收益,SSE,中证公司,一级行业指数,20031231,1000.0,20110613
380,h00106.SH,380工业全收益,SSE,中证公司,一级行业指数,20031231,1000.0,20110613
381,h00107.SH,380可选全收益,SSE,中证公司,一级行业指数,20031231,1000.0,20110613
382,h00108.SH,380消费全收益,SSE,中证公司,一级行业指数,20031231,1000.0,20110613
383,h00109.SH,380医药全收益,SSE,中证公司,一级行业指数,20031231,1000.0,20110613
384,h00110.SH,380金融全收益,SSE,中证公司,一级行业指数,20031231,1000.0,20110613
385,h00111.SH,380信息全收益,SSE,中证公司,一级行业指数,20031231,1000.0,20110613
386,h00112.SH,380电信全收益,SSE,中证公司,一级行业指数,20031231,1000.0,20110613
387,h00113.SH,380公用全收益,SSE,中证公司,一级行业指数,20031231,1000.0,20110613
388,h00114.SH,持续产业全收益,SSE,中证公司,主题指数,20110630,1000.0,20110822
389,h00115.SH,380等权全收益,SSE,中证公司,策略指数,20031231,1000.0,20110812
390,h00116.SH,上证信用100(净),SSE,上交所,债券指数,20121231,100.0,20180102
391,h00117.SH,380成长全收益,SSE,中证公司,成长指数,20031231,1000.0,20111018
392,h00118.SH,380价值全收益,SSE,中证公司,价值指数,20031231,1000.0,20111018
393,h00119.SH,380R成长全收益,SSE,中证公司,成长指数,20031231,1000.0,20111018
394,h00120.SH,380R价值全收益,SSE,中证公司,价值指数,20031231,1000.0,20111018
395,h00121.SH,医药主题全收益,SSE,中证公司,主题指数,20041231,1000.0,20111018
396,h00122.SH,农业主题全收益,SSE,中证公司,主题指数,20110630,1000.0,20111018
397,h00123.SH,上证180动态全收益,SSE,中证公司,主题指数,20020628,3299.06,20130208
398,h00125.SH,上证180稳定全收益,SSE,中证公司,主题指数,20020628,3299.06,20130208
399,h00126.SH,消费50全收益,SSE,中证公司,主题指数,20041231,1000.0,20111209
400,h00128.SH,380基本全收益,SSE,中证公司,策略指数,20031231,1000.0,20120109
401,h00129.SH,180波动全收益,SSE,中证公司,策略指数,20020628,3299.06,20120109
402,h00130.SH,380波动全收益,SSE,中证公司,策略指数,20031231,1000.0,20120109
403,h00131.SH,上证高新全收益,SSE,中证公司,主题指数,20110630,1000.0,20120210
404,h00132.SH,上证100全收益,SSE,中证公司,规模指数,20031231,1000.0,20120420
405,h00133.SH,上证150全收益,SSE,中证公司,规模指数,20031231,1000.0,20120420
406,h00134.SH,上证银行全收益,SSE,中证公司,主题指数,20071231,1000.0,20120529
407,h00135.SH,上证180高贝塔全收益,SSE,中证公司,策略指数,20020628,3299.06,20120806
408,h00136.SH,上证180低贝塔全收益,SSE,中证公司,策略指数,20020628,3299.06,20120806
409,h00137.SH,上证380高贝塔全收益,SSE,中证公司,策略指数,20031231,1000.0,20120806
410,h00138.SH,上证380低贝塔全收益,SSE,中证公司,策略指数,20031231,1000.0,20120806
411,h00140.SH,上证5年国债(全),SSE,上交所,债券指数,20071231,100.0,20120912
412,h00141.SH,上证380动态全收益,SSE,中证公司,主题指数,20031231,1000.0,20130208
413,h00142.SH,上证380稳定全收益,SSE,中证公司,主题指数,20031231,1000.0,20130208
414,h00145.SH,优势资源全收益,SSE,中证公司,主题指数,20031231,1000.0,20120529
415,h00146.SH,优势制造全收益,SSE,中证公司,主题指数,20031231,1000.0,20120529
416,h00147.SH,优势消费全收益,SSE,中证公司,主题指数,20031231,1000.0,20120529
417,h00148.SH,消费领先全收益,SSE,中证公司,主题指数,20041231,1000.0,20120529
418,h00149.SH,上证180红利全收益,SSE,中证公司,主题指数,20041231,1000.0,20120720
419,h00150.SH,上证380红利全收益,SSE,中证公司,主题指数,20041231,1000.0,20120720
420,h00151.SH,上证国企红利全收益,SSE,中证公司,主题指数,20090630,1000.0,20120720
421,h00152.SH,上证央企红利全收益,SSE,中证公司,主题指数,20081231,1000.0,20120720
422,h00153.SH,上证民企红利全收益,SSE,中证公司,主题指数,20090630,1000.0,20120720
423,h00155.SH,上证市值百强全收益,SSE,中证公司,规模指数,20031231,1000.0,20120720
424,h00158.SH,上证环保全收益,SSE,中证公司,主题指数,20111230,1000.0,20120925
425,h00160.SH,沪新丝路全收益,SSE,中证公司,主题指数,20121231,1000.0,20150624
426,h00161.SH,沪中国造全收益,SSE,中证公司,主题指数,20120629,1000.0,20151029
427,h00162.SH,沪互联+全收益,SSE,中证公司,主题指数,20120629,1000.0,20151029
428,h00852.SH,中证1000全收益,SSE,中证公司,规模指数,20041231,1000.0,20141017
429,h00976.SH,新华金牛全收益,SSE,中证公司,主题指数,20041231,1000.0,20140218
430,h01077.SH,上证10年国债(净),SSE,上交所,债券指数,20081231,100.0,20130307
431,h01080.SH,HGSZ AAA(净),SSE,上交所,债券指数,20121231,100.0,20180102
432,h01081.SH,HGSZ AA+(净),SSE,上交所,债券指数,20121231,100.0,20180102
433,h01082.SH,HGSZ AA(净),SSE,上交所,债券指数,20121231,100.0,20180102
434,h01083.SH,HGSZ 1-3(净),SSE,上交所,债券指数,20121231,100.0,20180102
435,h01084.SH,HGSZ 3-5(净),SSE,上交所,债券指数,20121231,100.0,20180102
436,h01085.SH,HGSZ 5-7(净),SSE,上交所,债券指数,20121231,100.0,20180102
437,h01086.SH,HGSZ 7-10(净),SSE,上交所,债券指数,20121231,100.0,20180102
438,h01095.SH,沪跨市中期中高债(净),SSE,上交所,债券指数,20081231,100.0,20130801
439,h01098.SH,沪城投债(净),SSE,上交所,债券指数,20081231,100.0,20131115
440,h11077.SH,上证10年国债,SSE,上交所,债券指数,20081231,100.0,20130307
441,h11080.SH,HGSZ AAA,SSE,上交所,债券指数,20081231,100.0,20130503
442,h11081.SH,HGSZ AA+,SSE,上交所,债券指数,20091231,100.0,20130503
443,h11082.SH,HGSZ AA,SSE,上交所,债券指数,20091231,100.0,20130503
444,h11083.SH,HGSZ 1-3,SSE,上交所,债券指数,20091231,100.0,20130503
445,h11084.SH,HGSZ 3-5,SSE,上交所,债券指数,20081231,100.0,20130503
446,h11085.SH,HGSZ 5-7,SSE,上交所,债券指数,20091231,100.0,20130503
447,h11086.SH,HGSZ 7-10,SSE,上交所,债券指数,20081231,100.0,20130503
448,h11095.SH,沪跨市中期中高债,SSE,上交所,债券指数,20081231,100.0,20130801
449,h11098.SH,沪城投债,SSE,上交所,债券指数,20081231,100.0,20131115
450,h20901.SH,动漫游戏全收益,SSE,中证公司,主题指数,20121231,1000.0,20161018
451,h40001.SH,180能源全收益,SSE,中证公司,一级行业指数,20031231,1000.0,20120629
452,h40002.SH,180材料全收益,SSE,中证公司,一级行业指数,20031231,1000.0,20120629
453,h40003.SH,180工业全收益,SSE,中证公司,一级行业指数,20031231,1000.0,20120629
454,h40004.SH,180可选全收益,SSE,中证公司,一级行业指数,20031231,1000.0,20120629
455,h40005.SH,180消费全收益,SSE,中证公司,一级行业指数,20031231,1000.0,20120629
456,h40006.SH,180医药全收益,SSE,中证公司,一级行业指数,20031231,1000.0,20120629
457,h40007.SH,180金地全收益,SSE,中证公司,一级行业指数,20031231,1000.0,20120629
458,h40008.SH,180信息全收益,SSE,中证公司,一级行业指数,20031231,1000.0,20120629
459,h40009.SH,180电信全收益,SSE,中证公司,一级行业指数,20031231,1000.0,20120629
460,h40010.SH,180公用全收益,SSE,中证公司,一级行业指数,20031231,1000.0,20120629
461,h40011.SH,沪环渤海全收益,SSE,中证公司,主题指数,20031231,1000.0,20120927
462,h40012.SH,沪长三角全收益,SSE,中证公司,主题指数,20031231,1000.0,20120927
463,h40013.SH,沪珠三角全收益,SSE,中证公司,主题指数,20031231,1000.0,20120927
464,h40014.SH,沪中部全收益,SSE,中证公司,主题指数,20031231,1000.0,20120927
465,h40015.SH,沪西部全收益,SSE,中证公司,主题指数,20031231,1000.0,20120927
466,h40016.SH,沪东北全收益,SSE,中证公司,主题指数,20031231,1000.0,20120927
467,h40017.SH,沪信息业全收益,SSE,中证公司,主题指数,20051230,1000.0,20121220
468,h40018.SH,上证文化全收益,SSE,中证公司,主题指数,20120629,1000.0,20130326
469,h40019.SH,上红回报全收益,SSE,中证公司,主题指数,20051230,1000.0,20130327
470,h40020.SH,上红潜力全收益,SSE,中证公司,主题指数,20051230,1000.0,20130702
471,h40021.SH,沪能源红全收益,SSE,中证公司,主题指数,20051230,1000.0,20130702
472,h40022.SH,沪材料红全收益,SSE,中证公司,主题指数,20051230,1000.0,20130702
473,h40023.SH,沪工业红全收益,SSE,中证公司,主题指数,20051230,1000.0,20130702
474,h40024.SH,沪可选红全收益,SSE,中证公司,主题指数,20051230,1000.0,20130702
475,h40025.SH,沪消费红全收益,SSE,中证公司,主题指数,20051230,1000.0,20130702
476,h40026.SH,沪医药红全收益,SSE,中证公司,主题指数,20051230,1000.0,20130702
477,h40027.SH,沪金融红全收益,SSE,中证公司,主题指数,20051230,1000.0,20130702
478,h40028.SH,沪信息红全收益,SSE,中证公司,主题指数,20051230,1000.0,20130702
479,h40029.SH,沪电信红全收益,SSE,中证公司,主题指数,20051230,1000.0,20130702
480,h40030.SH,沪公用红全收益,SSE,中证公司,主题指数,20051230,1000.0,20130702
481,h40031.SH,沪绿色城全收益,SSE,中证公司,主题指数,20120629,1000.0,20130826
482,h40032.SH,沪城交通全收益,SSE,中证公司,主题指数,20120629,1000.0,20130826
483,h40033.SH,沪城消费全收益,SSE,中证公司,主题指数,20120629,1000.0,20130826
484,h40034.SH,沪城基建全收益,SSE,中证公司,主题指数,20120629,1000.0,20130826
485,h40035.SH,沪智交通全收益,SSE,中证公司,主题指数,20120629,1000.0,20130826
486,h40037.SH,上证城镇全收益,SSE,中证公司,主题指数,20120629,1000.0,20130826
487,h40038.SH,沪智慧城全收益,SSE,中证公司,主题指数,20120629,1000.0,20130826
488,h40085.SH,沪物联网全收益,SSE,中证公司,主题指数,20120629,1000.0,20151029
489,h40086.SH,沪自贸区全收益,SSE,中证公司,主题指数,20131231,1000.0,20151127
490,h40087.SH,上证海洋全收益,SSE,中证公司,主题指数,20091231,1000.0,20151127
491,h40088.SH,沪轻资产全收益,SSE,中证公司,主题指数,20041231,1000.0,20151127
492,h40089.SH,上证电子全收益,SSE,中证公司,主题指数,20041231,1000.0,20151127
493,h40090.SH,上证50优选全收益,SSE,中证公司,策略指数,20041231,1000.0,20151210
494,h40091.SH,上证50优选(HKD)全收益,SSE,中证公司,策略指数,20041231,1000.0,20151210
495,h40092.SH,上证180优选全收益,SSE,中证公司,策略指数,20041231,1000.0,20151210
496,h40093.SH,上证180优选(HKD)全收益,SSE,中证公司,策略指数,20041231,1000.0,20151210
497,h40097.SH,沪供给侧全收益,SSE,中证公司,主题指数,20131231,1000.0,20160624
498,h40098.SH,180SNLV全收益,SSE,中证公司,策略指数,20041231,1000.0,20160624
499,h40099.SH,380SNLV全收益,SSE,中证公司,策略指数,20041231,1000.0,20160624
500,h40100.SH,上高股息全收益,SSE,中证公司,主题指数,20041231,1000.0,20160712
501,h40101.SH,沪智能造全收益,SSE,中证公司,主题指数,20120629,1000.0,20160720
502,h40102.SH,上证周期债(净),SSE,上交所,债券指数,20071231,100.0,20160819
503,h40105.SH,上证证券全收益,SSE,中证公司,行业指数,20121231,1000.0,20161018
504,h40106.SH,上证创新全收益,SSE,中证公司,主题指数,20121231,1000.0,20161019
505,h40107.SH,380创新全收益,SSE,中证公司,主题指数,20121231,1000.0,20161019
506,h40109.SH,上证10年地债(净),SSE,上交所,债券指数,20131231,100.0,20161114
507,h40110.SH,上证超长国债(净),SSE,上交所,债券指数,20081231,100.0,20161114
508,h40113.SH,沪质中高债3-5(净),SSE,上交所,债券指数,20081231,100.0,20170223
509,h40117.SH,上证绿色债(净),SSE,上交所,债券指数,20161230,100.0,20170619
510,h40118.SH,上证绿色公司债(净),SSE,上交所,债券指数,20161230,100.0,20170619
511,h50001.SH,180能源,SSE,中证公司,一级行业指数,20031231,1000.0,20120629
512,h50002.SH,180材料,SSE,中证公司,一级行业指数,20031231,1000.0,20120629
513,h50003.SH,180工业,SSE,中证公司,一级行业指数,20031231,1000.0,20120629
514,h50004.SH,180可选,SSE,中证公司,一级行业指数,20031231,1000.0,20120629
515,h50005.SH,180消费,SSE,中证公司,一级行业指数,20031231,1000.0,20120629
516,h50006.SH,180医药,SSE,中证公司,一级行业指数,20031231,1000.0,20120629
517,h50007.SH,180金地,SSE,中证公司,一级行业指数,20031231,1000.0,20120629
518,h50008.SH,180信息,SSE,中证公司,一级行业指数,20031231,1000.0,20120629
519,h50009.SH,180电信,SSE,中证公司,一级行业指数,20031231,1000.0,20120629
520,h50010.SH,180公用,SSE,中证公司,一级行业指数,20031231,1000.0,20120629
521,h50011.SH,沪环渤海,SSE,中证公司,主题指数,20031231,1000.0,20120927
522,h50012.SH,沪长三角,SSE,中证公司,主题指数,20031231,1000.0,20120927
523,h50013.SH,沪珠三角,SSE,中证公司,主题指数,20031231,1000.0,20120927
524,h50014.SH,沪中部,SSE,中证公司,主题指数,20031231,1000.0,20120927
525,h50015.SH,沪西部,SSE,中证公司,主题指数,20031231,1000.0,20120927
526,h50016.SH,沪东北,SSE,中证公司,主题指数,20031231,1000.0,20120927
527,h50017.SH,沪信息业,SSE,中证公司,主题指数,20051230,1000.0,20121220
528,h50018.SH,上证文化,SSE,中证公司,主题指数,20120629,1000.0,20130326
529,h50019.SH,上红回报,SSE,中证公司,主题指数,20051230,1000.0,20130327
530,h50020.SH,上红潜力,SSE,中证公司,主题指数,20051230,1000.0,20130702
531,h50021.SH,沪能源红,SSE,中证公司,主题指数,20051230,1000.0,20130702
532,h50022.SH,沪材料红,SSE,中证公司,主题指数,20051230,1000.0,20130702
533,h50023.SH,沪工业红,SSE,中证公司,主题指数,20051230,1000.0,20130702
534,h50024.SH,沪可选红,SSE,中证公司,主题指数,20051230,1000.0,20130702
535,h50025.SH,沪消费红,SSE,中证公司,主题指数,20051230,1000.0,20130702
536,h50026.SH,沪医药红,SSE,中证公司,主题指数,20051230,1000.0,20130702
537,h50027.SH,沪金融红,SSE,中证公司,主题指数,20051230,1000.0,20130702
538,h50028.SH,沪信息红,SSE,中证公司,主题指数,20051230,1000.0,20130702
539,h50029.SH,沪电信红,SSE,中证公司,主题指数,20051230,1000.0,20130702
540,h50030.SH,沪公用红,SSE,中证公司,主题指数,20051230,1000.0,20130702
541,h50031.SH,沪绿色城,SSE,中证公司,主题指数,20120629,1000.0,20130826
542,h50032.SH,沪城交通,SSE,中证公司,主题指数,20120629,1000.0,20130826
543,h50033.SH,沪城消费,SSE,中证公司,主题指数,20120629,1000.0,20130826
544,h50034.SH,沪城基建,SSE,中证公司,主题指数,20120629,1000.0,20130826
545,h50035.SH,沪智交通,SSE,中证公司,主题指数,20120629,1000.0,20130826
546,h50037.SH,上证城镇,SSE,中证公司,主题指数,20120629,1000.0,20130826
547,h50038.SH,沪智慧城,SSE,中证公司,主题指数,20120629,1000.0,20130826
548,h50039.SH,上证TMT,SSE,中证公司,主题指数,20110630,1000.0,20131225
549,IVIX.SH,中国波指,SSE,上交所,其他,,,20150626
550,j00140.SH,上证5年国债(净),SSE,上交所,债券指数,20071231,100.0,20120912
551,m11095.SH,沪跨市中期中高债(税),SSE,上交所,债券指数,20081231,100.0,20130801
552,m11098.SH,沪城投债(税),SSE,上交所,债券指数,20081231,100.0,20131115
553,m50102.SH,上证周期债(税),SSE,上交所,债券指数,20071231,100.0,20160819
554,m50113.SH,沪质中高债3-5(税),SSE,上交所,债券指数,20081231,100.0,20170223
555,m50117.SH,上证绿色债(税),SSE,上交所,债券指数,20161230,100.0,20170619
556,m50118.SH,上证绿色公司债(税),SSE,上交所,债券指数,20161230,100.0,20170619
557,n00009.SH,上证380净收益,SSE,中证公司,规模指数,20031231,1000.0,20130208
558,n00010.SH,上证180净收益,SSE,中证公司,规模指数,20020628,3299.06,20130208
559,n00012.SH,上证国债(利),SSE,上交所,债券指数,20121231,100.0,20180102
560,n00013.SH,上证企债(利),SSE,上交所,债券指数,20121231,100.0,20180102
561,n00016.SH,上证50净收益,SSE,中证公司,规模指数,20031231,1000.0,20130208
562,n00022.SH,上证公司债(利),SSE,上交所,债券指数,20121231,100.0,20180102
563,n00043.SH,上证超级大盘净收益,SSE,中证公司,规模指数,20031231,1000.0,20130208
564,n00044.SH,上证中盘净收益,SSE,中证公司,规模指数,20031231,1000.0,20130208
565,n00045.SH,上证小盘净收益,SSE,中证公司,规模指数,20031231,1000.0,20130208
566,n00046.SH,上证中小净收益,SSE,中证公司,规模指数,20031231,1000.0,20130208
567,n00047.SH,上证全指净收益,SSE,中证公司,规模指数,20031231,1000.0,20130208
568,n00061.SH,上证企债30(利),SSE,上交所,债券指数,20121231,100.0,20180102
569,n00101.SH,上证5年信用(利),SSE,上交所,债券指数,20121231,100.0,20180102
570,n00116.SH,上证信用100(利),SSE,上交所,债券指数,20121231,100.0,20180102
571,n00132.SH,上证100净收益,SSE,中证公司,规模指数,20031231,1000.0,20130208
572,n00133.SH,上证150净收益,SSE,中证公司,规模指数,20031231,1000.0,20130208
573,n00140.SH,上证5年国债(利息及再投资),SSE,上交所,债券指数,20071231,100.0,20120912
574,n00155.SH,市值百强净收益,SSE,中证公司,规模指数,20031231,1000.0,20120720
575,n11077.SH,上证10年国债(利息及再投资),SSE,上交所,债券指数,20081231,100.0,20130307
576,n11080.SH,HGSZ AAA(利),SSE,上交所,债券指数,20121231,100.0,20180102
577,n11081.SH,HGSZ AA+(利),SSE,上交所,债券指数,20121231,100.0,20180102
578,n11082.SH,HGSZ AA(利),SSE,上交所,债券指数,20121231,100.0,20180102
579,n11083.SH,HGSZ 1-3(利),SSE,上交所,债券指数,20121231,100.0,20180102
580,n11084.SH,HGSZ 3-5(利),SSE,上交所,债券指数,20121231,100.0,20180102
581,n11085.SH,HGSZ 5-7(利),SSE,上交所,债券指数,20121231,100.0,20180102
582,n11086.SH,HGSZ 7-10(利),SSE,上交所,债券指数,20121231,100.0,20180102
583,n11095.SH,沪跨市中期中高债(利),SSE,上交所,债券指数,20081231,100.0,20130801
584,n11098.SH,沪城投债(利),SSE,上交所,债券指数,20081231,100.0,20131115
585,n21459.SH,中证800(净)USD,SSE,中证公司,规模指数,20041231,1000.0,20070115
586,n21460.SH,中证1000(净)USD,SSE,中证公司,规模指数,20041231,1000.0,20141017
587,n50102.SH,上证周期债(利),SSE,上交所,债券指数,20071231,100.0,20160819
588,n50109.SH,上证10年地债(利),SSE,上交所,债券指数,20131231,100.0,20161114
589,n50110.SH,上证超长国债(利),SSE,上交所,债券指数,20081231,100.0,20161114
590,n50113.SH,沪质中高债3-5(利),SSE,上交所,债券指数,20081231,100.0,20170223
591,n50117.SH,上证绿色债(利),SSE,上交所,债券指数,20161230,100.0,20170619
592,n50118.SH,上证绿色公司债(利),SSE,上交所,债券指数,20161230,100.0,20170619
593,S812T.SH,S812T指数,SSE,中证公司,规模指数,20191231,1000.0,20200619
594,T00901.SH,小康指数(旧),SSE,中证公司,主题指数,20051230,1000.0,20060109
